Make,Model,Year,Engine Size,Mileage,Fuel Type,Transmission,Price,Car_Age
BMW,Model B,2002,1.1,58851,Diesel,Manual,18022.01,23
Toyota,Model C,2000,2.6,133827,Diesel,Manual,18869.24,25
BMW,Model C,2019,1.0,117454,Electric,Automatic,24616.35,6
Honda,Model A,2007,3.3,159373,Diesel,Manual,19143.06,18
Audi,Model D,2018,2.8,82721,Electric,Automatic,28564.67,7
BMW,Model A,2003,3.0,78395,Diesel,Automatic,25237.62,22
Toyota,Model E,2000,2.5,24725,Petrol,Manual,21955.69,25
Audi,Model C,2006,3.6,149783,Petrol,Manual,21315.0,19
BMW,Model B,2019,2.0,114700,Diesel,Automatic,24467.37,6
Ford,Model D,2000,3.7,174920,Petrol,Manual,13892.16,25
Ford,Model A,2006,1.7,84095,Electric,Automatic,23383.54,19
Toyota,Model B,2018,1.0,166662,Diesel,Manual,23443.42,7
BMW,Model B,2020,4.4,10687,Electric,Manual,39174.39,5
Audi,Model A,2017,2.9,1104,Electric,Manual,29485.45,8
Honda,Model E,2010,2.7,54645,Petrol,Automatic,26361.74,15
Ford,Model D,2009,3.3,88719,Diesel,Automatic,26640.36,16
Ford,Model C,2011,1.9,98110,Diesel,Automatic,23725.25,14
Toyota,Model B,2000,3.3,157111,Petrol,Manual,17396.8,25
Honda,Model A,2021,4.3,159277,Petrol,Manual,29651.56,4
BMW,Model E,2020,2.9,67653,Petrol,Automatic,31707.62,5
Toyota,Model C,2005,3.7,54386,Petrol,Manual,27412.05,20
Toyota,Model E,2021,1.7,192851,Electric,Manual,24358.27,4
BMW,Model A,2008,3.5,28552,Petrol,Automatic,29222.92,17
BMW,Model E,2014,2.1,55856,Diesel,Automatic,28699.96,11
Toyota,Model E,2007,3.9,178258,Petrol,Manual,20925.25,18
Audi,Model C,2014,2.5,74722,Petrol,Manual,25382.66,11
Ford,Model B,2017,1.7,32381,Petrol,Automatic,32782.91,8
Toyota,Model C,2017,3.7,131141,Petrol,Manual,31272.38,8
Ford,Model E,2014,1.3,47055,Petrol,Automatic,26948.87,11
Toyota,Model C,2021,3.1,29558,Diesel,Manual,34756.55,4
Honda,Model C,2003,3.6,45272,Diesel,Automatic,27694.85,22
Audi,Model E,2008,1.8,122822,Diesel,Automatic,21900.76,17
Audi,Model E,2004,2.6,39857,Petrol,Automatic,27238.22,21
Toyota,Model B,2012,1.2,106938,Diesel,Manual,22559.18,13
Honda,Model B,2012,1.9,195078,Electric,Manual,20023.27,13
Ford,Model D,2008,2.4,46784,Electric,Manual,26642.48,17
BMW,Model B,2009,4.2,21137,Diesel,Automatic,31504.87,16
Audi,Model B,2003,3.2,190964,Petrol,Automatic,16638.58,22
Toyota,Model B,2018,3.7,31983,Electric,Automatic,38078.03,7
Honda,Model C,2014,1.4,196292,Electric,Automatic,17926.36,11
BMW,Model D,2008,2.7,99760,Electric,Manual,22666.59,17
Ford,Model B,2015,3.6,89831,Diesel,Automatic,27761.72,10
Toyota,Model D,2009,1.8,22542,Petrol,Automatic,27387.63,16
Ford,Model D,2013,2.6,182313,Diesel,Manual,25691.45,12
Honda,Model A,2001,1.6,129262,Electric,Manual,14782.83,24
Audi,Model D,2010,2.4,162466,Electric,Manual,21272.67,15
BMW,Model B,2018,2.6,10466,Petrol,Manual,31210.12,7
Toyota,Model B,2005,1.8,166197,Electric,Automatic,14159.61,20
Toyota,Model B,2017,4.0,21617,Diesel,Manual,30731.62,8
BMW,Model D,2003,3.6,87191,Diesel,Manual,22575.68,22
BMW,Model C,2006,4.3,194774,Diesel,Manual,21960.74,19
Toyota,Model A,2015,2.9,152318,Diesel,Manual,27775.21,10
Honda,Model E,2021,3.5,107370,Diesel,Manual,30393.0,4
Honda,Model A,2015,4.2,184783,Petrol,Manual,28479.22,10
Ford,Model C,2012,1.3,63332,Electric,Manual,23084.08,13
Ford,Model C,2007,4.1,62821,Petrol,Automatic,27289.86,18
Ford,Model B,2006,1.3,194573,Petrol,Manual,16480.02,19
Ford,Model D,2014,4.5,96553,Petrol,Manual,30726.18,11
Ford,Model D,2003,2.8,69945,Electric,Manual,25063.11,22
Honda,Model C,2006,1.6,34221,Petrol,Automatic,26741.02,19
Toyota,Model A,2016,4.1,149360,Petrol,Automatic,23548.87,9
BMW,Model D,2003,1.9,185898,Diesel,Automatic,12730.62,22
Ford,Model A,2008,3.3,168753,Electric,Automatic,19911.67,17
Toyota,Model D,2020,3.5,3361,Petrol,Manual,35937.55,5
BMW,Model C,2014,1.9,194873,Petrol,Manual,22522.19,11
BMW,Model C,2020,3.8,159086,Diesel,Manual,27851.56,5
Audi,Model B,2010,2.1,11563,Electric,Automatic,28948.81,15
Honda,Model B,2019,4.3,63871,Diesel,Automatic,33254.29,6
Ford,Model C,2018,2.1,94845,Petrol,Automatic,26461.15,7
Toyota,Model E,2005,4.3,113298,Diesel,Automatic,25921.05,20
Toyota,Model B,2014,2.8,52343,Petrol,Automatic,29668.12,11
Audi,Model E,2009,1.5,54526,Diesel,Automatic,23280.48,16
Audi,Model C,2013,2.5,32802,Petrol,Automatic,26997.73,12
BMW,Model D,2005,1.5,109602,Electric,Automatic,16862.21,20
Honda,Model E,2009,3.2,89156,Petrol,Automatic,20418.25,16
Toyota,Model D,2008,2.3,59000,Petrol,Automatic,26754.7,17
Ford,Model C,2014,4.1,193035,Electric,Automatic,21935.52,11
BMW,Model C,2005,4.1,72754,Electric,Manual,23442.61,20
Audi,Model A,2005,3.3,60303,Electric,Manual,23222.81,20
BMW,Model D,2015,3.8,113035,Electric,Manual,27533.84,10
Toyota,Model B,2005,2.0,172756,Diesel,Manual,17458.1,20
Audi,Model C,2012,4.1,105293,Petrol,Automatic,27884.74,13
Honda,Model B,2010,1.2,197185,Petrol,Automatic,18531.86,15
BMW,Model B,2012,2.5,145971,Petrol,Automatic,21326.97,13
BMW,Model E,2016,2.7,127457,Diesel,Automatic,25957.48,9
Audi,Model D,2020,3.1,177129,Electric,Automatic,27586.2,5
Ford,Model E,2010,2.7,128711,Petrol,Automatic,22572.55,15
Audi,Model B,2012,4.0,176524,Electric,Manual,25169.61,13
Honda,Model B,2017,1.3,9433,Petrol,Automatic,32017.81,8
Honda,Model B,2013,3.6,181752,Diesel,Manual,22025.28,12
Toyota,Model D,2004,4.0,163356,Diesel,Automatic,24900.13,21
Honda,Model D,2013,3.5,159616,Electric,Manual,24711.52,12
Toyota,Model B,2004,2.5,111720,Diesel,Manual,20959.2,21
Toyota,Model C,2006,1.3,107197,Diesel,Automatic,21463.74,19
Ford,Model B,2015,2.3,144671,Petrol,Manual,26194.73,10
BMW,Model E,2002,3.2,146106,Diesel,Automatic,18512.23,23
Honda,Model C,2001,1.7,27077,Electric,Automatic,23477.06,24
Ford,Model A,2021,2.2,92152,Diesel,Automatic,29013.75,4
Ford,Model D,2010,1.6,76720,Diesel,Automatic,20446.19,15
BMW,Model E,2010,1.2,106600,Electric,Automatic,19390.76,15
Honda,Model A,2016,2.6,86300,Diesel,Manual,28324.96,9
Ford,Model E,2017,2.6,10734,Diesel,Automatic,33276.19,8
BMW,Model D,2008,1.6,110167,Diesel,Automatic,23530.56,17
Audi,Model C,2010,2.3,29428,Petrol,Manual,25643.62,15
Honda,Model B,2020,3.4,40326,Electric,Manual,33703.09,5
Honda,Model D,2017,3.9,96068,Electric,Manual,31657.66,8
BMW,Model A,2001,3.8,163009,Diesel,Automatic,15469.0,24
Honda,Model D,2007,3.9,132518,Petrol,Manual,22136.23,18
Ford,Model E,2014,2.8,199533,Diesel,Manual,19900.14,11
Honda,Model C,2010,2.7,170719,Diesel,Manual,20073.74,15
Toyota,Model E,2016,4.0,55516,Electric,Automatic,33248.27,9
Toyota,Model A,2004,1.1,148653,Electric,Manual,15577.16,21
Audi,Model D,2003,3.6,59970,Diesel,Manual,26011.43,22
Toyota,Model D,2006,3.0,33076,Petrol,Manual,25677.39,19
Ford,Model E,2007,2.6,59816,Diesel,Automatic,24622.95,18
Honda,Model C,2001,2.3,198766,Electric,Automatic,10967.86,24
Toyota,Model C,2011,2.4,19771,Diesel,Automatic,26915.83,14
BMW,Model A,2016,3.9,115413,Diesel,Manual,31302.06,9
Audi,Model A,2010,3.8,105014,Electric,Manual,25184.61,15
Audi,Model B,2005,1.6,26798,Petrol,Automatic,27065.9,20
BMW,Model B,2017,1.1,113903,Electric,Automatic,27199.68,8
Audi,Model E,2013,2.7,159955,Electric,Manual,24248.9,12
Audi,Model E,2014,2.2,136869,Petrol,Manual,22042.79,11
Honda,Model D,2018,2.5,1939,Petrol,Manual,35034.21,7
Honda,Model B,2010,1.8,6415,Diesel,Automatic,25055.14,15
Toyota,Model E,2015,3.9,15542,Petrol,Manual,35666.2,10
Honda,Model B,2013,1.9,186986,Petrol,Automatic,18577.53,12
Ford,Model D,2000,3.4,156624,Diesel,Automatic,17994.21,25
Toyota,Model C,2010,2.2,29913,Electric,Manual,23717.98,15
Audi,Model C,2011,2.1,179128,Petrol,Automatic,19953.3,14
Honda,Model D,2001,1.5,141516,Diesel,Automatic,24806.79,24
Toyota,Model C,2008,3.9,149992,Diesel,Manual,22374.12,17
Audi,Model E,2000,1.9,19267,Petrol,Manual,22417.89,25
Honda,Model A,2021,3.1,119194,Diesel,Automatic,30683.82,4
Ford,Model C,2016,1.6,81581,Diesel,Automatic,24697.33,9
Honda,Model B,2006,1.2,164078,Petrol,Manual,16914.51,19
Ford,Model A,2009,3.5,122426,Electric,Automatic,21155.66,16
Honda,Model D,2011,3.6,161987,Petrol,Automatic,25420.58,14
Audi,Model C,2014,4.5,94380,Electric,Manual,28021.68,11
Toyota,Model C,2011,3.7,141498,Electric,Manual,21793.18,14
Honda,Model E,2018,2.3,153680,Diesel,Automatic,26949.19,7
Ford,Model B,2003,3.5,31860,Petrol,Automatic,26669.69,22
Audi,Model B,2009,1.9,149810,Electric,Manual,20186.72,16
Toyota,Model C,2020,1.8,44568,Electric,Automatic,30336.49,5
Toyota,Model D,2012,3.0,82155,Petrol,Manual,27023.03,13
Honda,Model A,2011,3.5,79284,Diesel,Manual,25078.96,14
Audi,Model A,2020,4.4,51522,Petrol,Automatic,32875.75,5
Toyota,Model D,2008,1.3,184506,Electric,Manual,16510.01,17
Honda,Model D,2014,4.1,48723,Petrol,Manual,33929.72,11
Ford,Model C,2004,3.0,178638,Petrol,Automatic,17350.57,21
Honda,Model E,2004,4.2,78131,Electric,Manual,23562.38,21
BMW,Model D,2009,4.5,66029,Electric,Manual,28600.83,16
Honda,Model E,2009,1.4,122372,Diesel,Manual,17990.99,16
Toyota,Model A,2013,3.5,157359,Diesel,Automatic,23057.04,12
Ford,Model B,2003,3.5,27372,Petrol,Manual,25179.78,22
Ford,Model D,2004,3.0,4283,Diesel,Automatic,29197.88,21
Honda,Model E,2007,2.4,124108,Electric,Automatic,19729.78,18
Honda,Model A,2000,2.6,55561,Petrol,Automatic,23288.63,25
Honda,Model E,2001,3.9,80010,Diesel,Automatic,18648.19,24
Honda,Model A,2008,4.0,126421,Electric,Manual,23616.67,17
Toyota,Model A,2001,2.8,98967,Diesel,Automatic,22879.7,24
Honda,Model D,2019,2.4,148769,Electric,Automatic,27958.35,6
BMW,Model E,2005,3.2,80476,Electric,Automatic,19365.31,20
BMW,Model D,2001,2.6,165549,Diesel,Manual,20319.02,24
Toyota,Model C,2004,1.8,59371,Electric,Automatic,23605.98,21
Ford,Model D,2004,1.2,146187,Petrol,Automatic,13089.29,21
Honda,Model B,2001,2.1,149316,Diesel,Automatic,15377.41,24
Audi,Model D,2015,4.2,163824,Diesel,Manual,29309.7,10
Ford,Model B,2012,3.1,99600,Petrol,Automatic,30845.3,13
Honda,Model C,2012,2.3,184173,Petrol,Manual,19289.84,13
Audi,Model B,2016,1.3,106647,Diesel,Manual,23790.05,9
Toyota,Model B,2010,1.4,97479,Electric,Automatic,23492.61,15
Toyota,Model C,2002,4.1,62774,Diesel,Manual,28796.37,23
Ford,Model D,2007,2.3,114814,Electric,Manual,18434.81,18
Ford,Model D,2008,1.8,180957,Petrol,Automatic,17431.53,17
Ford,Model E,2004,1.2,11989,Diesel,Manual,21050.57,21
Toyota,Model B,2016,1.1,8998,Electric,Manual,28823.58,9
Ford,Model B,2001,3.2,2653,Petrol,Manual,24070.3,24
Audi,Model B,2000,3.3,32839,Diesel,Manual,28151.71,25
BMW,Model B,2018,3.9,71384,Petrol,Automatic,32399.88,7
BMW,Model C,2019,2.3,191732,Petrol,Automatic,25792.26,6
BMW,Model B,2021,3.4,195855,Petrol,Manual,24167.59,4
Honda,Model B,2011,3.0,143489,Petrol,Automatic,22422.94,14
Ford,Model A,2009,1.3,38923,Electric,Manual,24017.94,16
Toyota,Model A,2016,2.4,175258,Diesel,Manual,25642.32,9
BMW,Model B,2011,3.4,192043,Electric,Manual,18416.3,14
Ford,Model A,2004,3.4,99600,Petrol,Manual,21934.96,21
Ford,Model B,2021,2.8,79527,Diesel,Automatic,33659.87,4
BMW,Model B,2014,3.4,105632,Petrol,Automatic,27295.73,11
Audi,Model D,2021,1.9,87425,Electric,Automatic,30013.7,4
Audi,Model A,2013,2.2,152073,Electric,Automatic,25300.86,12
BMW,Model C,2008,3.6,39276,Petrol,Manual,25440.35,17
Honda,Model C,2021,2.8,181992,Diesel,Automatic,25973.53,4
Ford,Model B,2013,2.8,83813,Petrol,Manual,26184.08,12
Toyota,Model C,2007,4.0,169996,Electric,Automatic,23001.1,18
BMW,Model B,2016,2.8,116313,Diesel,Automatic,27054.64,9
BMW,Model A,2001,3.4,37741,Electric,Manual,26952.82,24
Ford,Model E,2015,2.8,149761,Diesel,Automatic,26361.71,10
Toyota,Model C,2010,1.7,108805,Petrol,Automatic,16156.95,15
Toyota,Model B,2012,3.2,18201,Electric,Manual,29322.78,13
BMW,Model C,2005,1.1,91579,Petrol,Manual,20794.94,20
BMW,Model C,2015,1.5,187054,Petrol,Manual,18577.16,10
Ford,Model B,2008,1.1,56858,Electric,Automatic,21002.93,17
Ford,Model A,2000,2.8,21750,Petrol,Manual,21393.75,25
Honda,Model B,2012,3.3,149057,Diesel,Automatic,25662.25,13
Audi,Model C,2018,3.1,155064,Petrol,Manual,24858.41,7
BMW,Model A,2015,2.4,37357,Petrol,Automatic,30950.76,10
Ford,Model B,2015,2.4,26195,Diesel,Automatic,29344.33,10
Honda,Model C,2006,1.8,142023,Petrol,Automatic,18535.95,19
Audi,Model D,2008,3.5,135440,Electric,Manual,24193.36,17
Audi,Model C,2001,3.7,137417,Diesel,Automatic,17340.07,24
Honda,Model A,2015,3.6,32545,Electric,Manual,32274.55,10
Toyota,Model D,2000,2.4,86609,Petrol,Automatic,19538.51,25
BMW,Model D,2003,2.4,114831,Petrol,Manual,18597.97,22
Ford,Model E,2021,2.7,65234,Electric,Manual,30547.37,4
Ford,Model E,2002,3.2,54326,Electric,Automatic,27594.63,23
Audi,Model E,2017,4.1,134091,Petrol,Automatic,26367.46,8
Ford,Model A,2005,2.4,137532,Diesel,Automatic,20067.8,20
BMW,Model A,2009,2.7,177641,Petrol,Manual,18345.49,16
Honda,Model A,2009,4.4,8957,Petrol,Manual,32269.29,16
BMW,Model D,2014,2.1,171859,Petrol,Automatic,24077.71,11
Audi,Model B,2010,3.0,52347,Petrol,Manual,27601.39,15
Ford,Model C,2010,3.3,74188,Petrol,Manual,26368.9,15
Ford,Model E,2017,3.4,122161,Diesel,Automatic,27061.52,8
Honda,Model D,2000,4.4,121204,Petrol,Automatic,17775.85,25
Honda,Model E,2006,1.8,55590,Petrol,Manual,23457.44,19
Ford,Model E,2012,3.9,144792,Petrol,Manual,24615.2,13
Toyota,Model A,2001,3.5,57151,Diesel,Automatic,24000.45,24
Audi,Model B,2006,1.9,103431,Petrol,Automatic,18553.84,19
Toyota,Model D,2007,4.0,50812,Diesel,Automatic,29686.44,18
Ford,Model C,2017,2.6,27980,Electric,Automatic,32028.3,8
Honda,Model B,2012,3.9,144501,Petrol,Manual,23164.62,13
Honda,Model B,2006,1.1,21999,Petrol,Automatic,24806.79,19
Audi,Model B,2019,2.2,147406,Diesel,Automatic,25535.38,6
Honda,Model E,2015,3.1,93753,Electric,Manual,27324.3,10
Audi,Model C,2001,3.5,128941,Electric,Manual,22333.83,24
Toyota,Model B,2009,2.8,154743,Diesel,Manual,20443.15,16
Audi,Model B,2007,1.0,160007,Petrol,Manual,15418.29,18
Audi,Model B,2020,2.7,199325,Diesel,Automatic,22994.22,5
BMW,Model A,2002,2.7,40668,Petrol,Manual,21867.51,23
Audi,Model A,2013,4.3,18616,Electric,Automatic,30421.14,12
Toyota,Model E,2011,3.6,42786,Electric,Automatic,36806.05,14
Honda,Model A,2000,2.2,52025,Diesel,Manual,21804.76,25
Ford,Model D,2020,3.1,134711,Diesel,Automatic,31051.77,5
Audi,Model B,2017,4.0,45967,Diesel,Automatic,30063.21,8
BMW,Model E,2004,4.0,148545,Electric,Automatic,22867.69,21
BMW,Model C,2005,2.3,100338,Electric,Automatic,23372.98,20
Honda,Model D,2000,1.5,79414,Diesel,Manual,16474.84,25
Toyota,Model C,2005,2.5,129664,Petrol,Manual,20317.89,20
Toyota,Model B,2015,1.3,182851,Electric,Automatic,23964.7,10
Ford,Model D,2001,4.2,183697,Electric,Manual,17122.35,24
Ford,Model B,2017,4.0,120210,Diesel,Manual,30594.26,8
Audi,Model C,2010,1.0,104308,Electric,Manual,21271.7,15
BMW,Model A,2012,3.1,80611,Diesel,Automatic,27919.17,13
Honda,Model A,2013,2.2,5189,Diesel,Manual,30251.76,12
Ford,Model A,2002,4.2,199923,Diesel,Manual,17690.49,23
Honda,Model D,2012,1.6,42576,Petrol,Manual,31370.71,13
Ford,Model E,2000,3.2,39577,Diesel,Automatic,19937.13,25
Toyota,Model E,2020,1.6,79437,Electric,Manual,26774.23,5
Audi,Model B,2015,1.2,39927,Electric,Automatic,24569.72,10
BMW,Model A,2001,4.4,171401,Petrol,Manual,19378.2,24
BMW,Model B,2007,3.4,93841,Diesel,Automatic,23537.43,18
Audi,Model E,2004,2.8,105799,Diesel,Automatic,22350.96,21
BMW,Model B,2019,4.4,22624,Petrol,Manual,37192.95,6
BMW,Model E,2001,3.7,66185,Petrol,Manual,24960.81,24
Toyota,Model C,2012,4.0,149236,Petrol,Manual,23855.99,13
Ford,Model E,2004,4.2,117288,Diesel,Automatic,27050.45,21
BMW,Model A,2020,3.5,48119,Electric,Manual,35737.03,5
Honda,Model C,2000,2.3,140287,Diesel,Manual,16507.04,25
Ford,Model E,2020,1.3,31194,Diesel,Manual,33210.82,5
Toyota,Model E,2017,3.7,126474,Electric,Automatic,27317.95,8
Toyota,Model B,2017,3.4,98815,Electric,Automatic,29619.63,8
Honda,Model A,2000,2.7,81092,Electric,Manual,20402.87,25
Audi,Model C,2017,4.4,188439,Petrol,Manual,26039.21,8
Honda,Model B,2008,3.9,116011,Petrol,Manual,26949.02,17
Ford,Model C,2000,1.7,43292,Electric,Manual,20789.66,25
BMW,Model B,2014,2.1,130868,Petrol,Automatic,26433.52,11
Honda,Model D,2008,3.2,3249,Diesel,Automatic,32645.75,17
BMW,Model C,2007,1.8,46698,Petrol,Automatic,23262.0,18
BMW,Model E,2014,1.2,194173,Electric,Manual,18388.2,11
Audi,Model E,2020,2.9,140342,Electric,Manual,29009.98,5
Audi,Model B,2016,3.2,197020,Diesel,Manual,23924.63,9
Honda,Model B,2002,2.5,23999,Electric,Manual,23978.94,23
BMW,Model A,2002,1.9,198166,Petrol,Automatic,10878.71,23
BMW,Model D,2020,3.0,45731,Diesel,Manual,31443.87,5
Honda,Model D,2005,3.3,157129,Electric,Automatic,22617.74,20
Ford,Model B,2006,4.0,24004,Diesel,Automatic,27990.25,19
Honda,Model D,2011,4.1,146942,Electric,Manual,27567.31,14
Toyota,Model A,2002,3.4,24646,Diesel,Automatic,26598.64,23
Toyota,Model A,2002,3.2,52286,Petrol,Automatic,25067.88,23
Honda,Model C,2014,1.9,93418,Electric,Manual,24482.83,11
BMW,Model B,2015,2.5,93496,Petrol,Automatic,30879.11,10
Honda,Model A,2015,2.6,49271,Electric,Automatic,29434.66,10
Ford,Model E,2021,2.3,148307,Petrol,Manual,22132.35,4
BMW,Model C,2001,1.2,51316,Electric,Automatic,17920.61,24
Ford,Model D,2004,3.1,139229,Petrol,Manual,20010.42,21
Ford,Model D,2020,2.2,61110,Diesel,Automatic,30626.92,5
Audi,Model C,2020,1.1,38984,Diesel,Manual,29801.71,5
Toyota,Model B,2012,2.3,186354,Petrol,Automatic,18984.66,13
BMW,Model A,2008,2.3,68764,Diesel,Manual,24273.1,17
BMW,Model A,2012,2.8,186771,Electric,Manual,23260.32,13
Ford,Model D,2011,2.8,136759,Petrol,Automatic,21868.95,14
Toyota,Model E,2004,1.8,11292,Diesel,Manual,22249.29,21
Ford,Model D,2019,2.1,35280,Petrol,Automatic,29147.8,6
BMW,Model B,2008,3.9,165659,Electric,Automatic,23387.37,17
Ford,Model E,2005,1.4,91561,Petrol,Automatic,17151.59,20
Honda,Model B,2007,3.0,17451,Petrol,Automatic,26482.4,18
Toyota,Model B,2014,3.4,8406,Electric,Manual,31700.4,11
Toyota,Model C,2007,1.3,160994,Diesel,Automatic,17464.92,18
Honda,Model D,2000,4.2,76426,Diesel,Automatic,21063.35,25
Honda,Model D,2020,1.5,105874,Diesel,Manual,26479.85,5
BMW,Model E,2021,3.5,45606,Diesel,Automatic,35235.47,4
Ford,Model C,2019,4.1,56020,Diesel,Manual,24806.79,6
Toyota,Model A,2011,2.3,165072,Diesel,Automatic,18356.02,14
BMW,Model A,2020,3.5,106039,Petrol,Manual,33348.0,5
Ford,Model D,2001,2.5,136460,Petrol,Manual,15615.88,24
Audi,Model D,2021,3.2,28932,Petrol,Automatic,33880.89,4
Toyota,Model C,2020,1.9,105383,Diesel,Manual,28756.9,5
Audi,Model A,2011,4.1,188432,Electric,Automatic,20532.91,14
Ford,Model C,2017,4.3,49914,Diesel,Automatic,32908.68,8
BMW,Model E,2017,2.1,118557,Petrol,Automatic,26961.76,8
Audi,Model A,2012,4.4,174604,Electric,Manual,26265.81,13
BMW,Model B,2014,3.6,180808,Diesel,Automatic,22219.9,11
Audi,Model C,2016,1.3,118102,Petrol,Manual,24901.21,9
Audi,Model E,2010,1.1,196383,Electric,Automatic,12328.17,15
BMW,Model E,2012,1.4,145323,Electric,Manual,20283.74,13
Ford,Model C,2005,3.7,51793,Diesel,Automatic,28258.97,20
Audi,Model D,2010,2.4,166934,Electric,Manual,23203.73,15
Honda,Model E,2013,2.7,183679,Electric,Automatic,23345.37,12
Toyota,Model C,2020,3.4,104541,Electric,Manual,30551.66,5
Toyota,Model D,2019,1.1,119142,Diesel,Manual,27419.85,6
Toyota,Model E,2021,2.2,143536,Diesel,Manual,27683.41,4
BMW,Model D,2014,2.1,145986,Electric,Automatic,24227.32,11
Honda,Model B,2005,1.8,93960,Diesel,Manual,21572.84,20
Ford,Model B,2010,2.2,5,Petrol,Automatic,29494.66,15
Honda,Model C,2011,1.6,4406,Electric,Manual,28254.53,14
Honda,Model B,2013,1.6,10065,Electric,Manual,27554.95,12
Audi,Model C,2017,4.0,196746,Diesel,Automatic,22658.67,8
Ford,Model E,2013,1.4,158368,Petrol,Manual,20695.85,12
Ford,Model E,2011,2.9,140195,Petrol,Automatic,27015.55,14
Ford,Model C,2016,2.5,132091,Petrol,Automatic,26137.8,9
Toyota,Model E,2018,1.4,23613,Electric,Manual,28522.1,7
Audi,Model B,2015,2.8,102518,Petrol,Manual,26827.59,10
Audi,Model B,2017,2.2,159253,Diesel,Manual,26018.11,8
Audi,Model E,2001,3.3,127627,Diesel,Manual,18168.2,24
BMW,Model D,2011,3.9,77207,Diesel,Manual,28119.98,14
Audi,Model D,2018,4.4,150297,Diesel,Automatic,27977.29,7
Audi,Model E,2014,3.8,163479,Petrol,Manual,26927.12,11
Honda,Model A,2009,3.6,194784,Electric,Manual,20364.71,16
Audi,Model A,2021,3.4,138301,Diesel,Automatic,24265.2,4
BMW,Model A,2021,4.4,125466,Diesel,Automatic,33897.2,4
Honda,Model B,2006,2.4,158172,Diesel,Manual,18535.07,19
Audi,Model B,2011,3.3,35950,Petrol,Automatic,34710.46,14
Toyota,Model D,2009,2.0,43497,Petrol,Automatic,24234.77,16
Honda,Model D,2003,2.2,13,Electric,Automatic,21599.51,22
Ford,Model B,2019,3.3,114915,Diesel,Automatic,32390.05,6
Honda,Model D,2014,3.2,4214,Petrol,Manual,32009.23,11
Ford,Model B,2015,2.8,37945,Electric,Manual,28061.04,10
Toyota,Model C,2010,3.9,102008,Petrol,Manual,27214.01,15
Toyota,Model D,2000,2.4,83994,Diesel,Automatic,22454.42,25
Toyota,Model D,2014,4.4,54199,Diesel,Automatic,31492.01,11
Ford,Model D,2013,2.7,46268,Diesel,Manual,27812.55,12
Audi,Model B,2006,4.3,129415,Petrol,Automatic,22640.89,19
Audi,Model D,2013,2.1,92151,Diesel,Manual,25905.13,12
Ford,Model C,2013,3.2,197432,Diesel,Automatic,21256.33,12
BMW,Model B,2003,3.1,84756,Diesel,Automatic,20589.44,22
BMW,Model C,2020,3.7,12607,Electric,Manual,35135.72,5
Honda,Model C,2004,2.8,78907,Diesel,Automatic,22562.89,21
Ford,Model E,2008,3.4,151938,Electric,Automatic,19129.8,17
Audi,Model A,2018,3.1,106328,Petrol,Automatic,30102.02,7
Ford,Model D,2020,1.9,161245,Diesel,Manual,24408.71,5
BMW,Model A,2008,3.8,4521,Diesel,Manual,29388.25,17
Ford,Model C,2004,2.3,179771,Electric,Manual,15044.8,21
Toyota,Model B,2006,2.5,181081,Diesel,Automatic,18319.84,19
Audi,Model B,2013,2.5,66951,Diesel,Automatic,22158.57,12
Honda,Model C,2021,1.7,28360,Diesel,Automatic,29852.56,4
BMW,Model A,2011,1.4,156239,Electric,Manual,18455.64,14
Honda,Model D,2010,2.7,4697,Petrol,Automatic,28138.57,15
Honda,Model D,2007,2.4,166865,Diesel,Automatic,17874.54,18
Ford,Model E,2009,1.7,146647,Diesel,Automatic,18505.91,16
BMW,Model A,2009,4.0,11102,Diesel,Automatic,32500.68,16
Toyota,Model B,2003,3.3,153183,Diesel,Manual,20370.35,22
Audi,Model D,2011,2.8,165639,Electric,Automatic,24594.77,14
BMW,Model C,2009,3.0,122243,Diesel,Manual,24565.1,16
Honda,Model B,2019,1.0,118589,Diesel,Automatic,24779.48,6
Audi,Model E,2014,2.7,103340,Diesel,Manual,27880.08,11
Honda,Model A,2011,1.3,181282,Electric,Manual,15858.13,14
Honda,Model C,2001,3.2,114897,Diesel,Manual,17242.92,24
BMW,Model D,2007,3.0,26402,Petrol,Automatic,26912.87,18
Audi,Model A,2000,1.7,129913,Petrol,Automatic,17215.66,25
Ford,Model E,2008,1.4,60740,Electric,Manual,19228.03,17
Honda,Model D,2020,2.4,171763,Diesel,Automatic,29818.99,5
BMW,Model D,2020,2.4,68326,Electric,Manual,32076.56,5
BMW,Model C,2016,1.6,78385,Electric,Automatic,22144.42,9
Honda,Model B,2009,1.8,58561,Diesel,Automatic,25401.18,16
Honda,Model B,2019,4.4,91622,Diesel,Manual,32781.08,6
BMW,Model D,2014,2.9,93200,Petrol,Manual,28200.74,11
Honda,Model E,2009,3.3,99600,Electric,Manual,22052.57,16
Ford,Model C,2014,2.4,21547,Electric,Manual,27544.41,11
Toyota,Model B,2011,1.5,168136,Diesel,Automatic,19968.22,14
Toyota,Model D,2015,2.2,53480,Petrol,Automatic,31355.72,10
Toyota,Model C,2003,2.5,171427,Diesel,Manual,11604.91,22
Ford,Model B,2001,3.5,133229,Electric,Automatic,19185.04,24
Honda,Model C,2006,3.5,54101,Petrol,Automatic,26267.42,19
Audi,Model B,2005,2.7,128802,Electric,Manual,20685.57,20
