Make,Model,Year,Engine Size,Mileage,Fuel Type,Transmission,Price
Toyota,Model D,2004.0,4.0,167001.0,Petrol,Automatic,20209.42454723886
Toyota,Model A,2003.0,3.0,100715.0,Diesel,Manual,23235.87702403979
Honda,Model B,2010.0,2.6,94535.0,Diesel,Automatic,25072.437610302968
Ford,Model B,2021.0,1.8,180990.0,Petrol,Manual,26390.744202818867
Honda,Model D,2006.0,2.6,188612.0,Electric,Automatic,19777.618473167397
Toyota,Model C,2003.0,3.9,57036.0,Electric,Manual,28597.138179395748
BMW,Model B,2015.0,4.3,116066.0,Petrol,Manual,26896.470114119777
Honda,Model A,2009.0,4.4,151432.0,Electric,Automatic,24483.287182209475
BMW,Model B,2007.0,2.5,132011.0,Electric,Manual,19346.63986286312
Toyota,Model C,2006.0,3.2,143487.0,Diesel,Manual,23886.02085061145
Honda,Model A,2002.0,1.4,82278.0,Petrol,Manual,17413.35469218715
Ford,Model B,2017.0,3.2,65549.0,Electric,Manual,28819.62302799628
BMW,Model A,2018.0,2.2,180719.0,Petrol,Automatic,23148.33898758686
Audi,Model B,2017.0,1.1,150249.0,Petrol,Automatic,20259.73903011868
BMW,Model E,2021.0,2.8,117430.0,Electric,Automatic,30932.58595804248
Honda,Model A,2015.0,3.6,60392.0,Electric,Automatic,33557.54136931802
,Model A,2014.0,2.4,132229.0,Electric,Manual,23871.81072157835
Toyota,Model B,2001.0,3.9,157180.0,Diesel,Manual,19681.32049386999
Ford,Model D,2006.0,3.2,80286.0,Petrol,Manual,22370.2878248884
Ford,Model E,2000.0,4.1,31034.0,Petrol,Automatic,24169.447533821567
Honda,Model D,2006.0,4.0,101738.0,Electric,Manual,24842.486009626828
Toyota,Model D,2005.0,2.0,164371.0,Electric,Automatic,16502.323321769665
Ford,Model B,2013.0,2.5,175377.0,Diesel,Manual,24821.32859143292
BMW,Model A,2013.0,3.2,180587.0,Diesel,Automatic,21622.548249602416
Toyota,Model C,2012.0,2.6,172640.0,Petrol,Automatic,22489.024544475837
Honda,Model A,2002.0,1.5,66722.0,Electric,Manual,23888.330400260787
Toyota,Model D,2021.0,4.4,178603.0,Electric,Manual,25733.448343304583
Toyota,Model A,2018.0,3.0,96783.0,Diesel,Manual,26212.577949419232
Toyota,Model B,2015.0,2.5,13807.0,Electric,Manual,32221.991017434197
Honda,Model D,2010.0,2.5,194313.0,Electric,Automatic,17911.975051830887
Ford,Model B,2013.0,2.7,110260.0,Petrol,Automatic,29775.649720754704
Ford,Model E,2006.0,3.6,119211.0,Electric,Manual,25170.718534098072
Honda,Model E,2009.0,2.0,194883.0,Petrol,Manual,16543.76422804239
Toyota,Model B,2001.0,2.5,196568.0,Petrol,Automatic,17167.19026664867
BMW,Model B,2006.0,3.4,163701.0,Petrol,Automatic,18673.09539924144
Honda,Model C,2003.0,2.4,40407.0,Electric,Manual,22342.45699905692
Honda,Model D,2015.0,2.1,98417.0,Petrol,Manual,25798.995940386776
Toyota,Model D,2014.0,1.3,144493.0,Petrol,Automatic,20539.82394086622
Audi,Model D,2011.0,2.2,114412.0,Diesel,Automatic,19864.18117927402
BMW,Model C,2019.0,3.5,112424.0,Petrol,Manual,28121.04822341289
BMW,Model A,2020.0,1.6,4682.0,Electric,Manual,32211.789824227897
Audi,Model A,2015.0,2.2,158457.0,Petrol,Automatic,20611.887849377967
Ford,Model E,2008.0,3.1,130404.0,Electric,Automatic,22574.37890244889
,Model E,2009.0,3.1,145635.0,Electric,Automatic,21137.62058044935
BMW,Model D,2011.0,4.3,121684.0,Petrol,Manual,
Honda,Model E,2007.0,1.2,3107.0,Petrol,Manual,28802.20808116098
Toyota,Model D,2020.0,3.2,175630.0,Diesel,Manual,28192.809078450213
BMW,Model B,2019.0,4.4,82559.0,Electric,Automatic,30912.73971757092
Audi,Model A,2003.0,2.1,197369.0,Petrol,Automatic,17252.49249931162
Toyota,Model A,2000.0,4.1,38328.0,Electric,Manual,26548.056821558526
Audi,Model C,2007.0,3.2,87855.0,Petrol,Manual,22601.438508436506
BMW,Model B,2018.0,3.7,39268.0,Diesel,Manual,32126.81572025759
Honda,Model D,2003.0,2.1,94380.0,Petrol,Automatic,19277.81364729863
Audi,Model A,2016.0,2.4,603.0,Electric,Automatic,33748.477680464806
Ford,Model C,2004.0,3.8,45456.0,Diesel,Automatic,27965.355189584527
Audi,Model D,2003.0,4.2,121211.0,Electric,Manual,27363.30192198804
Audi,Model E,2010.0,3.8,72398.0,Petrol,Manual,28963.75442033063
Audi,Model A,2004.0,4.4,170500.0,Diesel,Automatic,21138.37779919457
Ford,Model D,2009.0,4.3,16000.0,Electric,Automatic,34319.16754277308
Honda,Model D,2017.0,3.7,192921.0,Petrol,Automatic,26031.96919109464
BMW,Model B,2015.0,2.5,98132.0,Electric,Manual,26788.50246261042
BMW,Model D,2004.0,1.5,193208.0,Diesel,Automatic,12221.972846464188
Toyota,Model C,2012.0,2.9,11460.0,Electric,Manual,27871.505251703933
BMW,Model D,2006.0,3.6,149820.0,Diesel,Automatic,17370.069881253425
BMW,Model D,2016.0,3.6,122874.0,Diesel,Automatic,28129.726029583973
Toyota,Model E,2004.0,3.3,10534.0,Electric,Automatic,27636.928614143988
BMW,Model A,2012.0,3.0,121254.0,Petrol,Automatic,27422.228820459524
BMW,Model A,2012.0,1.8,49326.0,Diesel,Manual,21886.04684405356
Toyota,Model C,2018.0,2.3,123571.0,Electric,Automatic,22511.591529018253
Toyota,Model B,2013.0,1.4,161850.0,Diesel,Automatic,18700.875764451288
Ford,Model D,2012.0,4.0,26326.0,Diesel,Automatic,32408.305302237983
Ford,Model D,2020.0,2.9,189790.0,Petrol,Manual,22369.54211012734
BMW,Model E,2003.0,2.0,115517.0,Diesel,Manual,19642.267823162038
Audi,Model D,2002.0,4.2,66327.0,Petrol,Automatic,24874.045021715265
Audi,Model E,2013.0,1.8,24721.0,Petrol,Automatic,27771.467088116773
BMW,Model D,2014.0,4.3,122625.0,Electric,Automatic,31042.512620722937
Audi,Model C,2009.0,3.0,38560.0,Petrol,Automatic,24884.97876872994
Honda,Model B,2017.0,3.1,150070.0,Petrol,Manual,24477.337352824507
Audi,Model B,2008.0,3.5,41986.0,Petrol,Manual,26682.19990386811
Audi,Model D,2000.0,2.2,87904.0,Petrol,Automatic,21897.663327287817
Toyota,Model A,2016.0,3.0,48974.0,Petrol,Manual,29038.13677486165
Honda,Model D,2017.0,1.5,48548.0,Electric,Automatic,24597.23830760655
Ford,Model C,2019.0,1.1,27789.0,Diesel,Manual,29992.339499165344
BMW,Model D,2020.0,2.2,12564.0,Electric,Manual,32209.519223517404
BMW,Model A,2010.0,4.2,2560.0,Diesel,Automatic,35080.98141349793
Ford,Model D,2001.0,4.0,55718.0,Petrol,Manual,21895.1732534652
Toyota,Model C,2011.0,4.0,,Electric,Automatic,25390.05547975269
Honda,Model B,2009.0,4.3,172645.0,Petrol,Automatic,23976.95832338769
Ford,Model C,2012.0,2.7,194485.0,Diesel,Manual,16707.82163573322
BMW,Model B,2009.0,3.4,74632.0,Petrol,Manual,23233.682736820825
Audi,Model B,2011.0,4.0,140859.0,Electric,Automatic,27603.14944367584
Audi,Model E,2009.0,3.6,143608.0,Petrol,Manual,25021.060151406768
Toyota,Model E,2002.0,2.2,115703.0,Diesel,Automatic,19523.07423463377
Audi,Model D,2011.0,3.3,128852.0,Petrol,Manual,26673.74920253998
Audi,Model B,2002.0,2.7,117549.0,Diesel,Automatic,24330.27454308699
BMW,Model D,2020.0,1.1,35132.0,Electric,Automatic,30010.508153482235
Ford,Model E,2011.0,2.0,161467.0,Petrol,Automatic,22366.388808731703
BMW,Model D,2010.0,2.1,129129.0,Diesel,Manual,16627.902547473637
BMW,Model D,2017.0,2.6,144437.0,Diesel,Automatic,24620.608604806213
Toyota,Model B,2010.0,2.0,173734.0,Diesel,Automatic,17710.89400163585
BMW,Model D,2002.0,2.7,150013.0,Electric,Automatic,16216.15406959235
BMW,Model A,2018.0,2.8,174700.0,Diesel,Automatic,28484.27614279166
Toyota,Model E,2000.0,1.6,183288.0,Petrol,Manual,15309.528042070062
BMW,Model E,2011.0,2.5,124641.0,Electric,Manual,22059.28159929664
Toyota,Model E,2012.0,2.5,196309.0,Petrol,Manual,20055.90578007669
Toyota,Model D,2013.0,3.9,16781.0,Electric,Manual,30762.545824812427
Toyota,Model D,2004.0,3.8,78294.0,Petrol,Manual,27145.33888550648
Audi,Model E,2015.0,2.7,100437.0,Electric,Automatic,32181.27310115091
Honda,Model A,2006.0,3.4,131682.0,Diesel,Automatic,19759.20358350197
Audi,Model B,2017.0,1.1,5290.0,Petrol,Automatic,30918.597154685445
Honda,Model E,2018.0,2.9,154129.0,Electric,Automatic,25060.891884358465
Honda,Model C,2005.0,3.5,62214.0,Petrol,Manual,28266.87598266964
Audi,Model D,2018.0,2.0,11736.0,Diesel,Manual,30358.88324497521
Honda,Model A,2016.0,1.3,99183.0,Diesel,Automatic,21294.4524060906
Ford,Model B,2012.0,3.3,30964.0,Diesel,Manual,29568.21842917728
BMW,Model B,2016.0,3.4,162862.0,Diesel,Manual,26061.33633678257
Audi,Model D,2009.0,2.6,97115.0,Petrol,Automatic,24813.85871023651
Ford,Model B,2002.0,1.3,61930.0,Electric,Manual,18178.030382628767
BMW,Model B,2015.0,3.6,33984.0,Diesel,Automatic,30954.09215016681
Toyota,Model A,2015.0,1.4,10363.0,Diesel,Manual,25841.964976942705
BMW,Model E,2010.0,1.7,48030.0,Electric,Manual,26147.191740282185
Honda,Model B,2015.0,3.8,159969.0,Electric,Automatic,24131.509449094065
Toyota,Model E,2017.0,1.1,53150.0,Diesel,Automatic,28755.51719292784
Toyota,Model D,2004.0,2.3,185448.0,Diesel,Manual,15552.164002271007
Audi,Model D,2002.0,3.5,68259.0,Petrol,Manual,23164.0837416442
Ford,Model B,2021.0,1.6,55842.0,Electric,Automatic,32090.774175356062
Audi,Model A,2017.0,1.2,127605.0,Electric,Automatic,24706.38069789757
Honda,Model B,2016.0,2.0,131305.0,Petrol,Automatic,23733.808493645825
Audi,Model C,2005.0,2.8,165927.0,Petrol,Automatic,16698.113029964512
Audi,Model E,2014.0,2.6,51524.0,Diesel,Manual,29418.04403494852
BMW,Model C,2001.0,1.1,7109.0,Petrol,Manual,21846.419388403054
Ford,Model B,2017.0,3.5,99278.0,Petrol,Manual,31186.626916514346
Audi,Model E,2014.0,3.3,33161.0,Diesel,Manual,31525.525846892917
Toyota,Model C,2003.0,4.2,193231.0,Petrol,Automatic,17155.1092186133
Honda,Model D,2013.0,3.5,3703.0,Diesel,Manual,33340.75175118063
Honda,Model A,2008.0,2.5,78301.0,Diesel,Manual,25382.994686839767
BMW,Model D,2019.0,3.0,130386.0,Electric,Manual,30169.31597927908
Toyota,Model C,2005.0,1.0,4806.0,Electric,Manual,20613.54288606
Audi,Model A,2012.0,2.0,108797.0,Petrol,Automatic,24502.528487053696
Toyota,Model E,2016.0,1.2,164645.0,Diesel,Automatic,22720.857548534063
Audi,Model C,2001.0,1.1,53335.0,Diesel,Automatic,19879.628238800917
Honda,Model A,2020.0,3.0,16825.0,Petrol,Manual,34622.03144357291
BMW,Model A,2000.0,3.3,71974.0,Petrol,Manual,24429.456359708864
Honda,Model D,2015.0,3.0,130413.0,Petrol,Manual,24409.56459695056
Ford,Model E,2015.0,2.5,186970.0,Electric,Automatic,20722.73709774388
Ford,Model B,2010.0,4.1,62886.0,Petrol,Automatic,26109.012439124883
Toyota,Model D,2000.0,3.1,61603.0,Diesel,Automatic,21202.23174013757
Honda,Model D,2008.0,4.2,56108.0,Diesel,Manual,28358.680905174377
Honda,Model B,2011.0,3.4,171093.0,Diesel,Automatic,20340.457391553253
BMW,Model E,2005.0,2.2,180317.0,Electric,Manual,15727.276943190118
Toyota,Model A,2003.0,2.6,188039.0,Electric,Automatic,19694.810135251497
Audi,Model D,2006.0,1.4,99798.0,Petrol,Automatic,19890.196334634165
Toyota,Model D,2005.0,1.3,93491.0,Electric,Automatic,18518.448372319854
Ford,Model B,2004.0,3.5,192932.0,Diesel,Manual,13759.8995761182
Honda,Model C,2015.0,3.0,69522.0,Petrol,Manual,29681.84445705274
BMW,Model B,2018.0,1.6,160481.0,Electric,Manual,21142.894521405604
Audi,Model E,2004.0,3.2,16693.0,Diesel,Automatic,27632.8646919712
BMW,Model E,2011.0,1.7,2191.0,Diesel,Manual,29245.94429082308
Audi,Model D,2019.0,3.7,81210.0,Electric,Automatic,27690.88627384833
Toyota,Model D,2007.0,3.0,174021.0,Electric,Automatic,19484.84295338594
Toyota,Model D,2014.0,1.1,109314.0,Electric,Automatic,24820.57642561425
BMW,Model D,2015.0,2.8,103141.0,Electric,Manual,24691.10162476847
BMW,Model A,2001.0,3.0,180207.0,Petrol,Automatic,18530.00999067013
Toyota,Model B,2001.0,3.1,164561.0,Petrol,Automatic,20876.10707842376
Toyota,Model C,2020.0,3.9,132688.0,Diesel,Automatic,29891.6100120838
Ford,Model C,2009.0,3.3,171969.0,Diesel,Automatic,23221.277892331207
Toyota,Model E,2018.0,1.5,90666.0,Diesel,Automatic,25729.438437642475
BMW,Model D,2001.0,2.9,129875.0,Electric,Manual,15376.419443215704
Ford,Model C,2021.0,3.0,81248.0,Petrol,Manual,31132.0335919936
Toyota,Model C,2021.0,2.8,86427.0,Petrol,Automatic,29981.5618925483
Honda,Model D,2021.0,3.5,19661.0,Electric,Manual,40489.30876730968
Audi,Model A,2009.0,2.7,94832.0,Diesel,Automatic,24140.999051565857
Audi,Model D,2002.0,4.3,122507.0,Petrol,Automatic,21739.25925466161
Toyota,Model D,2016.0,1.9,15650.0,Petrol,Manual,27446.456922189955
Audi,Model A,2004.0,1.1,70195.0,Petrol,Automatic,23678.552127491585
Audi,Model B,2008.0,4.0,156644.0,Petrol,Automatic,24255.511673862
Toyota,Model C,2003.0,4.3,5097.0,Electric,Manual,29510.070485024924
Ford,Model D,2012.0,1.3,107787.0,Diesel,Automatic,21208.261184328094
BMW,Model A,2003.0,3.6,117388.0,Diesel,Manual,26722.08674240626
Audi,Model B,2012.0,2.5,102594.0,Diesel,Manual,22004.79124625216
BMW,Model D,,4.1,195250.0,Petrol,Automatic,22648.529561982825
Toyota,Model A,2016.0,1.1,27436.0,Electric,Manual,27959.894360394952
Toyota,Model B,2007.0,2.5,2213.0,Petrol,Automatic,25679.349096921072
Honda,Model E,2017.0,2.1,94248.0,Electric,Manual,31143.832434652533
Honda,Model D,2000.0,3.9,33549.0,Electric,Automatic,22844.508644856745
Toyota,Model E,2021.0,4.0,128899.0,Petrol,Automatic,30406.096238070637
Honda,Model C,2017.0,1.9,58141.0,Electric,Manual,27828.13824792992
Honda,Model A,2003.0,1.7,43322.0,Diesel,Automatic,16944.7891695116
Honda,Model A,2021.0,1.0,58328.0,Petrol,Manual,29701.58889094999
Audi,Model E,2011.0,1.8,53386.0,Electric,Manual,23842.923023327818
Toyota,Model D,2002.0,2.8,36320.0,,Manual,21770.618141517836
Honda,Model C,2011.0,1.1,25430.0,Petrol,Manual,28483.03221548908
Toyota,Model B,2021.0,1.8,141166.0,Petrol,Automatic,23951.71028220049
Toyota,Model E,2004.0,3.1,166192.0,Diesel,Automatic,19194.40042637458
Honda,Model E,2003.0,2.0,102318.0,Electric,Manual,22855.54832416579
BMW,Model E,2018.0,3.9,160245.0,Diesel,Manual,29090.79928568956
Audi,Model D,2011.0,2.2,196316.0,Diesel,Automatic,18710.44734406302
Ford,Model D,2007.0,4.5,129060.0,Petrol,Manual,27105.06812890767
Toyota,Model C,2008.0,1.2,35935.0,Diesel,Manual,24287.322481361756
Ford,Model A,2016.0,1.6,140965.0,Electric,Manual,26721.613399396
Toyota,Model B,2011.0,1.5,28696.0,Diesel,Manual,29687.594474809765
BMW,Model E,2006.0,2.7,129497.0,Petrol,Automatic,22014.61110250453
Honda,Model E,2016.0,3.1,13657.0,Petrol,Manual,36202.9437037738
BMW,Model C,2008.0,2.2,39342.0,Petrol,Manual,21095.341711706456
Ford,Model C,2014.0,2.1,178050.0,Electric,Manual,20141.126436896117
Audi,Model D,2009.0,3.7,178742.0,Electric,Automatic,20041.48149061273
Ford,Model E,2002.0,1.4,11290.0,Petrol,Manual,21553.931456731887
Ford,Model C,2011.0,2.7,63279.0,Diesel,Manual,30232.411735758276
Toyota,Model C,2005.0,3.2,188248.0,Diesel,Automatic,18553.651862248127
Honda,Model D,2000.0,4.3,47232.0,Diesel,Automatic,26406.138651991405
BMW,Model C,2002.0,2.7,62784.0,Diesel,Manual,22539.60942771736
Audi,Model D,2010.0,4.2,110967.0,Petrol,Automatic,25276.72165557139
Honda,Model C,2013.0,4.0,177581.0,Electric,Manual,24769.804233221475
Audi,Model A,2001.0,2.0,98135.0,Diesel,Manual,17172.7013408081
Ford,Model C,2008.0,3.6,182047.0,Electric,Automatic,19772.022167636907
Honda,Model E,2021.0,4.3,47770.0,Diesel,Manual,38862.89252930827
BMW,Model B,2017.0,4.1,74424.0,Electric,Automatic,34868.60437224023
Ford,Model C,2010.0,2.2,102492.0,Diesel,Manual,23309.51177269828
BMW,Model B,2006.0,3.4,189290.0,Electric,Manual,20241.34259210725
Audi,Model C,2005.0,3.9,60033.0,Diesel,Manual,25522.130181586184
Audi,Model A,2004.0,1.7,153377.0,Petrol,Manual,17513.237332573775
Ford,Model B,2005.0,3.4,81733.0,Petrol,Manual,22544.04455325333
Audi,Model B,2012.0,2.6,55270.0,Electric,Automatic,27124.24672241672
BMW,Model D,2013.0,4.4,99154.0,Electric,Automatic,27843.74392515905
Honda,Model E,2011.0,3.4,8785.0,Diesel,Manual,32583.29115499825
Ford,Model B,2005.0,3.3,49591.0,Diesel,Manual,26192.192113596902
BMW,Model E,2020.0,2.3,68348.0,Electric,Automatic,31499.326661327606
Honda,Model B,2020.0,4.2,172925.0,Electric,Automatic,25744.707033729068
BMW,Model C,2009.0,4.3,12756.0,Diesel,Automatic,30102.82460175273
Audi,Model E,2006.0,4.2,52943.0,Diesel,Manual,32148.71538364215
BMW,Model C,2000.0,2.9,6157.0,Electric,Manual,22396.881587720483
Honda,Model A,2004.0,3.4,170032.0,Electric,Automatic,21337.469003055885
Audi,Model D,2017.0,3.6,138306.0,Diesel,Manual,29543.8218260945
BMW,Model C,2021.0,3.1,126123.0,Petrol,Manual,29146.0600784993
BMW,Model D,2015.0,2.3,102424.0,Diesel,Manual,26086.54475667475
Honda,Model A,2001.0,1.9,80195.0,Petrol,Manual,18812.72714402454
BMW,Model E,2001.0,4.2,135804.0,Diesel,Manual,19582.9964902024
Audi,Model B,2014.0,1.1,56549.0,Electric,Automatic,25126.517565820035
Audi,Model A,2003.0,3.8,46209.0,Electric,Manual,26007.84136962425
Toyota,Model E,2002.0,1.9,136714.0,Petrol,Automatic,18554.037513556035
Audi,Model D,2018.0,1.1,193636.0,Diesel,Manual,21486.881518346432
Honda,Model E,2003.0,4.0,8329.0,Petrol,Manual,28194.41324124496
Ford,Model A,2001.0,3.0,171909.0,Petrol,Manual,15759.426155933612
Audi,Model E,2012.0,3.7,182263.0,Petrol,Automatic,23475.749595808928
Audi,Model C,2011.0,3.7,132609.0,Petrol,Automatic,22855.62727749062
Ford,Model A,2019.0,2.4,19193.0,Diesel,Automatic,36205.64494453328
Audi,Model B,2009.0,1.9,109189.0,Electric,Automatic,22099.02552419702
BMW,Model C,2017.0,4.4,154019.0,Diesel,Manual,27537.95754389917
Honda,Model D,2012.0,4.1,4743.0,Electric,Manual,33025.76541384954
Audi,Model D,2010.0,2.6,64723.0,Petrol,Manual,23821.465018308605
Ford,Model E,2008.0,3.7,2897.0,Electric,Manual,30082.179405268114
Audi,Model E,,3.0,148633.0,Electric,Automatic,25953.55303290104
Ford,Model A,2012.0,1.4,140977.0,Petrol,Automatic,22813.16028693034
Toyota,Model D,2010.0,4.4,161173.0,Electric,Manual,25545.92556232004
Honda,Model D,2004.0,1.2,153037.0,Petrol,Automatic,19476.054791202438
Honda,Model D,2014.0,1.1,53797.0,Electric,Automatic,26369.68170121783
BMW,,2009.0,3.1,150892.0,Petrol,Manual,18195.53655405529
Ford,Model C,2010.0,2.0,75720.0,Electric,Manual,25901.935703716223
Ford,Model C,2002.0,4.1,84568.0,Petrol,Manual,25932.47428321703
Toyota,Model C,2013.0,1.9,60197.0,Diesel,Automatic,24837.35768466648
Toyota,Model A,2010.0,4.1,23054.0,Electric,Manual,28811.66173775136
Honda,Model C,2006.0,4.2,70505.0,Electric,Manual,28107.29208967753
BMW,Model D,2014.0,2.0,182390.0,Petrol,Manual,21804.712468578047
BMW,Model D,2018.0,1.0,165025.0,Electric,Manual,21214.755342079065
BMW,Model D,2000.0,3.3,18325.0,Diesel,Automatic,24933.453960969284
Ford,Model E,2012.0,2.4,146474.0,Petrol,Manual,19144.41326422505
Honda,Model C,2005.0,3.6,120294.0,Electric,Manual,24943.058513747183
Honda,Model E,2004.0,3.1,44827.0,Diesel,Manual,28901.201184502275
Honda,Model D,2009.0,3.2,133.0,Diesel,Automatic,29855.16402368698
Ford,Model E,2012.0,3.7,82146.0,Electric,Manual,24864.76515069237
Audi,Model E,2021.0,2.1,5647.0,Petrol,Manual,34633.51452130937
Ford,Model A,2014.0,3.2,66278.0,Diesel,Automatic,30489.227575439152
Audi,Model A,2010.0,3.9,187026.0,Electric,Manual,25900.39122549897
BMW,Model E,2013.0,4.4,1615.0,Electric,Automatic,33292.601490147994
BMW,Model B,2020.0,2.3,22829.0,Electric,Automatic,30843.459832628087
Honda,Model A,2003.0,3.4,39842.0,Electric,Manual,25877.28664146861
Audi,Model E,2015.0,2.8,112932.0,Electric,Manual,25420.401174091458
BMW,Model A,2009.0,2.6,41699.0,Electric,Automatic,26948.55666554722
Audi,Model B,2011.0,2.5,62884.0,Petrol,Automatic,27056.083216461648
BMW,Model E,2010.0,1.8,170237.0,Petrol,Automatic,19710.97685146792
BMW,Model C,2018.0,3.8,6161.0,Diesel,Manual,35047.41467691004
Honda,Model C,2009.0,1.6,177123.0,Diesel,Automatic,15301.43055085155
Ford,Model B,2009.0,2.0,61832.0,Electric,Manual,23595.2175682522
Honda,Model D,2016.0,2.9,52957.0,Petrol,Automatic,29392.712956305528
Ford,Model E,2010.0,3.5,161980.0,Electric,Manual,22684.39170130756
BMW,Model A,2019.0,3.4,119144.0,Petrol,Automatic,27963.852340144556
Honda,Model A,2020.0,1.2,195474.0,Diesel,Manual,20071.786005410253
Honda,Model D,2021.0,2.0,72785.0,Electric,Automatic,29632.001392812614
Toyota,Model E,2020.0,4.3,32639.0,Diesel,Manual,34115.231426361686
Ford,Model A,2007.0,2.3,50187.0,Petrol,Manual,28489.94600943946
Audi,Model D,2010.0,3.3,105238.0,Diesel,Manual,24387.68477217455
Toyota,Model A,2007.0,3.4,81039.0,Electric,Automatic,24883.34162215705
BMW,Model E,2020.0,1.4,143944.0,Electric,Manual,22960.554381164624
Toyota,Model B,2012.0,3.0,101136.0,Petrol,Automatic,23351.25947827376
Audi,Model C,2016.0,3.1,52406.0,Diesel,Automatic,29821.977454281357
Toyota,Model A,2008.0,2.1,43307.0,Electric,Manual,23101.28008614739
Audi,Model A,2005.0,1.1,111366.0,Petrol,Automatic,13852.830997215617
Ford,Model B,2017.0,2.2,183731.0,Electric,Automatic,24503.695113032933
Ford,Model B,2006.0,4.3,141484.0,Diesel,Manual,25505.345155034574
BMW,Model C,2002.0,1.3,172835.0,Petrol,Automatic,11624.516699637816
Ford,Model E,2009.0,3.2,63041.0,Petrol,Manual,27418.454026532767
Toyota,Model E,,4.4,149933.0,Diesel,Automatic,30658.92745624674
BMW,Model A,2020.0,3.3,121395.0,Petrol,Manual,28003.18405794208
BMW,Model B,2017.0,3.4,79330.0,Electric,Manual,32320.48203812513
Audi,Model B,2002.0,1.6,68225.0,Petrol,Automatic,19555.32027873665
Toyota,Model D,2003.0,1.4,157973.0,Diesel,Manual,15032.40803132143
Toyota,Model D,2006.0,4.1,130027.0,Diesel,Automatic,22765.556576793853
Toyota,Model D,2009.0,1.6,139102.0,Electric,Manual,16873.748862060766
Ford,Model D,2003.0,3.0,188777.0,Petrol,Automatic,17574.43518105399
BMW,Model A,2005.0,1.8,122519.0,Diesel,Automatic,19514.266907674868
Toyota,Model B,2011.0,2.2,14746.0,Electric,Manual,27891.63511790605
BMW,Model D,2016.0,2.0,142513.0,Diesel,Manual,22964.81163976616
Honda,Model B,2016.0,3.7,3387.0,Diesel,Automatic,33285.42096275856
Honda,Model A,2012.0,4.3,4457.0,Petrol,Automatic,33498.35244709014
Toyota,Model C,2008.0,2.5,103522.0,Petrol,Automatic,22975.2063342456
Honda,Model A,2001.0,3.1,192986.0,Petrol,Manual,18295.678383168502
BMW,Model E,2000.0,1.2,7184.0,Electric,Manual,21294.94242045419
Toyota,Model B,2010.0,2.2,134084.0,Petrol,Automatic,19258.39076197696
Toyota,Model E,2019.0,2.0,5036.0,Electric,Automatic,30031.955298498644
BMW,Model A,2019.0,3.1,38304.0,Diesel,Manual,32137.48628681977
Audi,Model E,2014.0,1.2,2966.0,Petrol,Manual,28436.0185685462
Ford,Model D,2015.0,3.2,146290.0,Petrol,Manual,27164.89343969097
Audi,Model A,2004.0,1.0,76153.0,Petrol,Automatic,21902.46103711002
Audi,Model D,2001.0,2.1,46827.0,Electric,Automatic,23008.18662025693
Honda,Model B,2007.0,2.6,1596.0,Diesel,Manual,29242.039627125632
BMW,Model C,2003.0,4.4,16238.0,Petrol,Manual,32213.06622609125
BMW,Model E,2014.0,3.0,44974.0,Petrol,Automatic,30322.375905281668
Ford,Model B,2007.0,3.7,84468.0,Diesel,Automatic,27389.55752409346
Ford,Model C,2001.0,4.3,46995.0,Diesel,Manual,24138.755856929976
Audi,Model A,2010.0,3.8,185594.0,Petrol,Automatic,23960.29705622941
Ford,Model E,2014.0,1.8,55984.0,Electric,Manual,24652.91141695968
Ford,Model C,2002.0,2.3,80991.0,Diesel,Automatic,22593.77401907841
Audi,Model A,2017.0,2.0,64624.0,Petrol,Automatic,27928.20915377956
BMW,Model D,2007.0,,164962.0,Electric,Manual,17213.156579119168
Ford,Model C,2007.0,3.3,127277.0,Diesel,Manual,23467.980328703263
BMW,Model B,2007.0,3.8,34388.0,Electric,Manual,26692.94263191645
Audi,Model E,2008.0,1.7,35165.0,Electric,Automatic,21555.768368782912
Ford,Model A,2003.0,2.6,194710.0,Petrol,Manual,12728.259961413558
Toyota,Model A,2021.0,3.3,6553.0,Petrol,Automatic,35737.931502772524
Ford,Model D,2015.0,2.2,138001.0,Electric,Automatic,25352.923424216868
BMW,Model B,2001.0,1.2,23674.0,Electric,Manual,19676.18799107759
Honda,Model D,2010.0,2.7,133673.0,Petrol,Automatic,21134.8840500234
Ford,Model E,2013.0,1.6,122692.0,Diesel,Automatic,23975.79965186076
Audi,Model C,2020.0,4.4,70353.0,Diesel,Manual,33370.4955762496
BMW,Model C,2020.0,1.4,146358.0,Petrol,Manual,26946.315341246216
BMW,Model A,2006.0,4.5,77835.0,Electric,Manual,22537.02871330104
Toyota,Model E,2020.0,3.4,24759.0,Petrol,Automatic,35918.145324452526
Ford,Model A,2010.0,4.4,43908.0,Electric,Automatic,34889.0182941555
Audi,Model E,2021.0,1.6,80615.0,Electric,Manual,25993.738896685987
Ford,Model A,2012.0,2.4,27763.0,Petrol,Manual,27487.66293034199
Audi,Model B,2018.0,4.1,24311.0,Diesel,Automatic,35305.409761070194
Toyota,Model B,2008.0,1.6,45599.0,Electric,Manual,26004.03326249944
Honda,Model A,2007.0,4.5,153195.0,Electric,Manual,20890.3165080852
BMW,Model C,2004.0,2.7,112293.0,Diesel,Automatic,20918.95063622225
Ford,Model E,2004.0,1.9,186912.0,Diesel,Automatic,16136.384891334448
Audi,Model C,2011.0,1.4,176279.0,Petrol,Automatic,18277.78191007518
